update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
1,16,6,6,9,0,0,0,0,0,0,1,0,0,0
2,48,6,18,9,0,0,0,0,0,0,3,0,0,0
3,80,6,30,9,0,0,0,0,0,0,5,0,0,0
4,96,6,36,9,0,0,0,0,0,0,6,0,0,0
5,76,6,36,10,0,0,0,0,0,0,6,0,0,0
6,72,6,36,11,0,0,0,0,0,0,6,0,0,0
7,68,6,30,11,0,0,0,0,0,0,5,0,0,0
8,52,6.6,33,11,0,0,0,0,0,0,4,0,0,1
9,144,6.75,54,12,0,0,0,0,0,0,6,0,0,2
10,116,6.75,54,15,0,0,0,0,0,0,6,0,0,2
11,96,6.75,54,16,0,0,0,0,0,0,6,0,0,2
12,136,6.5,39,17,0,0,0,0,0,0,5,0,0,1
13,172,6.75,54,17,0,0,0,0,0,0,6,0,0,2
14,144,6.66667,60,17,0,0,0,0,0,0,7,0,0,2
15,116,6.3,63,19,0,0,0,0,0,0,9,0,0,1
16,248,6.75,81,20,0,0,0,0,0,0,9,0,0,3
17,212,6.27273,69,20,0,0,0,0,0,0,10,0,0,1
18,284,6.54545,72,21,0,0,0,0,0,0,9,0,0,2
19,380,6.6,99,23,0,0,0,0,0,0,12,0,0,3
20,464,6.33333,114,25,0,0,0,0,0,0,16,0,0,2
21,348,6.5625,105,30,0,0,0,0,0,0,13,0,0,3
22,536,6.45,129,35,0,0,0,0,0,0,17,0,0,3
23,776,6.52174,150,40,0,0,0,0,0,0,19,0,0,4
24,832,6.46154,168,44,0,0,0,0,0,0,22,0,0,4
25,760,6.66667,180,47,0,0,0,0,0,0,21,0,0,6
26,780,6.7,201,48,0,0,0,0,0,0,23,0,0,7
27,752,7.03125,225,53,0,0,0,0,0,0,21,0,0,11
28,640,6.77419,210,56,0,0,0,0,0,0,23,0,0,8
29,756,6.88235,234,60,0,0,0,0,0,0,24,0,0,10
30,848,6.63158,252,62,0,0,0,0,0,0,30,0,0,8
31,996,6.675,267,66,0,0,0,0,0,0,31,0,0,9
32,1016,6.76744,291,70,0,0,0,0,0,0,32,0,0,11
33,1040,6.58696,303,76,0,0,0,0,0,0,37,0,0,9
34,1220,6.64706,339,80,0,0,0,0,0,0,40,0,0,11
35,1080,6.50943,345,85,0,0,0,0,0,0,44,0,0,9
36,1180,6.50943,345,86,0,0,0,0,0,0,44,0,0,9
37,1096,6.67925,354,89,0,0,0,0,0,0,41,0,0,12
38,1072,6.48214,363,92,0,0,0,0,0,0,47,0,0,9
39,1288,6.52632,372,96,0,0,0,0,0,0,47,0,0,10
40,1252,6.50847,384,98,0,0,0,0,0,0,49,0,0,10
41,1228,6.42857,360,98,0,0,0,0,0,0,48,0,0,8
42,1368,6.39344,390,98,0,0,0,0,0,0,53,0,0,8
43,1288,6.38095,402,98,0,0,0,0,0,0,55,0,0,8
44,1280,6.2069,360,98,0,0,0,0,0,0,54,0,0,4
45,1144,6.25,375,98,0,0,0,0,0,0,55,0,0,5
46,1052,6.25862,363,98,0,0,0,0,0,0,53,0,0,5
47,1436,6.20339,366,99,0,0,0,0,0,0,55,0,0,4
48,1348,6.10169,360,99,0,0,0,0,0,0,57,0,0,2
49,1744,6.19048,390,99,0,0,0,0,0,0,59,0,0,4
50,1536,6.19672,378,99,0,0,0,0,0,0,57,0,0,4
51,1876,6.23438,399,100,0,0,0,0,0,0,59,0,0,5
52,1768,6.15,369,100,0,0,0,0,0,0,57,0,0,3
53,1580,6.16667,333,100,0,0,0,0,0,0,51,0,0,3
54,1620,6.15254,363,100,0,0,0,0,0,0,56,0,0,3
55,1944,6.29508,384,100,0,0,0,0,0,0,55,0,0,6
56,1752,6.20339,366,100,0,0,0,0,0,0,55,0,0,4
57,1672,6.2069,360,100,0,0,0,0,0,0,54,0,0,4
58,1812,6.05,363,100,0,0,0,0,0,0,59,0,0,1
59,1440,6.15254,363,100,0,0,0,0,0,0,56,0,0,3
60,1616,6.14516,381,100,0,0,0,0,0,0,59,0,0,3
61,1884,6.09836,372,100,0,0,0,0,0,0,59,0,0,2
62,1652,6.19672,378,100,0,0,0,0,0,0,57,0,0,4
63,2024,6.28571,396,100,0,0,0,0,0,0,57,0,0,6
64,2240,6.31579,360,100,0,0,0,0,0,0,51,0,0,6
65,2488,6.25424,369,100,0,0,0,0,0,0,54,0,0,5
66,2508,6.35593,375,100,0,0,0,0,0,0,52,0,0,7
67,2440,6.55932,387,100,0,0,0,0,0,0,48,0,0,11
68,1872,6.63462,345,100,0,0,0,0,0,0,41,0,0,11
69,1988,6.53571,366,100,0,0,0,0,0,0,46,0,0,10
70,1608,6.52941,333,100,0,0,0,0,0,0,42,0,0,9
71,1616,6.62264,351,100,0,0,0,0,0,0,42,0,0,11
72,1376,6.69231,348,100,0,0,0,0,0,0,40,0,0,12
73,1660,6.59016,402,100,0,0,0,0,0,0,49,0,0,12
74,1392,6.67241,387,100,0,0,0,0,0,0,45,0,0,13
75,1496,6.62903,411,100,0,0,0,0,0,0,49,0,0,13
76,1532,6.61017,390,100,0,0,0,0,0,0,47,0,0,12
77,1312,6.35593,375,100,0,0,0,0,0,0,52,0,0,7
78,1480,6.40678,378,100,0,0,0,0,0,0,51,0,0,8
79,1648,6.48387,402,100,0,0,0,0,0,0,52,0,0,10
80,1728,6.4918,396,100,0,0,0,0,0,0,51,0,0,10
81,2008,6.54098,399,100,0,0,0,0,0,0,50,0,0,11
82,1712,6.54098,399,100,0,0,0,0,0,0,50,0,0,11
83,1564,6.54545,360,100,0,0,0,0,0,0,45,0,0,10
84,1616,6.48387,402,100,0,0,0,0,0,0,52,0,0,10
85,1648,6.53571,366,100,0,0,0,0,0,0,46,0,0,10
86,1488,6.69231,348,100,0,0,0,0,0,0,40,0,0,12
87,1844,6.42857,405,100,0,0,0,0,0,0,54,0,0,9
88,1508,6.52381,411,100,0,0,0,0,0,0,52,0,0,11
89,1628,6.4918,396,100,0,0,0,0,0,0,51,0,0,10
90,1512,6.5,351,100,0,0,0,0,0,0,45,0,0,9
91,1852,6.83607,417,100,0,0,0,0,0,0,44,0,0,17
92,1904,6.84746,404,100,0,0,0,0,0,0,42,0,1,16
93,1572,6.6,363,100,0,0,0,0,0,0,44,0,0,11
94,2080,7.05,423,100,0,0,0,0,0,0,39,0,0,21
95,2252,6.84375,438,100,0,0,0,0,0,0,46,0,0,18
96,2268,6.87931,399,100,0,0,0,0,0,0,41,0,0,17
97,2444,7,399,100,0,0,0,0,0,0,38,0,0,19
98,1752,6.84906,363,100,0,0,0,0,0,0,38,0,0,15
99,1780,7,399,100,0,0,0,0,0,0,38,0,0,19
100,1856,6.98182,384,100,0,0,0,0,0,0,37,0,0,18
101,2004,6.96429,390,100,0,0,0,0,0,0,38,0,0,18
102,1568,7.11765,363,100,0,0,0,0,0,0,32,0,0,19
103,1844,7.15385,372,100,0,0,0,0,0,0,32,0,0,20
104,2204,7.5,450,100,0,0,0,0,0,0,30,0,0,30
105,1536,6.88889,372,100,0,0,0,0,0,0,38,0,0,16
106,1976,7.25,435,100,0,0,0,0,0,0,35,0,0,25
107,1828,7.2931,423,100,0,0,0,0,0,0,33,0,0,25
108,1664,7.14,357,100,0,0,0,0,0,0,31,0,0,19
109,1888,7.38889,399,100,0,0,0,0,0,0,29,0,0,25
110,1688,7.33929,411,100,0,0,0,0,0,0,31,0,0,25
111,1860,7.26923,378,100,0,0,0,0,0,0,30,0,0,22
112,1812,7.15385,372,100,0,0,0,0,0,0,32,0,0,20
113,1800,6.88889,372,100,0,0,0,0,0,0,38,0,0,16
114,1796,7.10526,405,100,0,0,0,0,0,0,36,0,0,21
115,1728,7.03846,366,100,0,0,0,0,0,0,34,0,0,18
116,1596,6.98182,384,100,0,0,0,0,0,0,37,0,0,18
117,1444,6.76364,372,100,0,0,0,0,0,0,41,0,0,14
118,1492,6.83607,417,100,0,0,0,0,0,0,44,0,0,17
119,1864,6.98361,426,100,0,0,0,0,0,0,41,0,0,20
120,1900,7.11864,420,100,0,0,0,0,0,0,37,0,0,22
121,1884,7.01695,414,100,0,0,0,0,0,0,39,0,0,20
122,1732,6.87931,399,100,0,0,0,0,0,0,41,0,0,17
123,1832,6.7377,411,100,0,0,0,0,0,0,46,0,0,15
124,1804,7.125,399,100,0,0,0,0,0,0,35,0,0,21
125,2328,7.18966,417,100,0,0,0,0,0,0,35,0,0,23
126,2292,6.94444,375,100,0,0,0,0,0,0,37,0,0,17
127,2640,7.03448,408,100,0,0,0,0,0,0,38,0,0,20
128,2064,7.1875,345,100,0,0,0,0,0,0,29,0,0,19
129,2376,7.22222,390,100,0,0,0,0,0,0,32,0,0,22
130,2264,7.29412,372,100,0,0,0,0,0,0,29,0,0,22
131,2240,7.26923,378,100,0,0,0,0,0,0,30,0,0,22
132,2512,7.18966,417,100,0,0,0,0,0,0,35,0,0,23
133,1988,6.88889,372,100,0,0,0,0,0,0,38,0,0,16
134,2108,6.68421,381,100,0,0,0,0,0,0,44,0,0,13
135,2112,6.76364,372,100,0,0,0,0,0,0,41,0,0,14
136,2172,6.84211,390,100,0,0,0,0,0,0,41,0,0,16
137,1620,6.73585,357,100,0,0,0,0,0,0,40,0,0,13
138,1844,6.98182,384,100,0,0,0,0,0,0,37,0,0,18
139,1924,6.67241,387,100,0,0,0,0,0,0,45,0,0,13
140,1972,6.81818,375,100,0,0,0,0,0,0,40,0,0,15
141,1716,6.75,378,100,0,0,0,0,0,0,42,0,0,14
142,1572,6.76471,345,100,0,0,0,0,0,0,38,0,0,13
143,1696,6.77586,393,100,0,0,0,0,0,0,43,0,0,15
144,1444,6.63158,378,100,0,0,0,0,0,0,45,0,0,12
145,1348,6.62069,384,100,0,0,0,0,0,0,46,0,0,12
146,1304,6.55932,387,100,0,0,0,0,0,0,48,0,0,11
147,1424,6.63934,405,100,0,0,0,0,0,0,48,0,0,13
148,1272,6.5,351,100,0,0,0,0,0,0,45,0,0,9
149,1504,6.73684,384,100,0,0,0,0,0,0,43,0,0,14
150,1444,6.46154,336,100,0,0,0,0,0,0,44,0,0,8
151,1604,6.50943,345,100,0,0,0,0,0,0,44,0,0,9
152,1440,6.50943,345,100,0,0,0,0,0,0,44,0,0,9
153,1724,6.43636,354,100,0,0,0,0,0,0,47,0,0,8
154,1640,6.33962,336,100,0,0,0,0,0,0,47,0,0,6
155,1852,6.42857,360,100,0,0,0,0,0,0,48,0,0,8
156,1636,6.76471,345,100,0,0,0,0,0,0,38,0,0,13
157,1976,6.42857,360,100,0,0,0,0,0,0,48,0,0,8
158,2328,6.33333,342,100,0,0,0,0,0,0,48,0,0,6
159,2148,6.21429,348,100,0,0,0,0,0,0,52,0,0,4
160,1896,6.45,387,100,0,0,0,0,0,0,51,0,0,9
161,2008,6.61017,390,100,0,0,0,0,0,0,47,0,0,12
162,2060,6.48387,402,100,0,0,0,0,0,0,52,0,0,10
163,2360,6.46552,375,100,0,0,0,0,0,0,49,0,0,9
164,2336,6.39344,390,100,0,0,0,0,0,0,53,0,0,8
165,2552,6.43548,399,100,0,0,0,0,0,0,53,0,0,9
166,2812,6.48,324,100,0,0,0,0,0,0,42,0,0,8
167,2396,6.28302,333,100,0,0,0,0,0,0,48,0,0,5
168,1624,6.21429,348,100,0,0,0,0,0,0,52,0,0,4
169,1416,6.16667,333,100,0,0,0,0,0,0,51,0,0,3
170,1320,6.1,366,100,0,0,0,0,0,0,58,0,0,2
171,1640,6.25424,369,100,0,0,0,0,0,0,54,0,0,5
172,1856,6.19355,384,100,0,0,0,0,0,0,58,0,0,4
173,1776,6.31034,366,100,0,0,0,0,0,0,52,0,0,6
174,1664,6.25862,363,100,0,0,0,0,0,0,53,0,0,5
175,1560,6.35,381,100,0,0,0,0,0,0,53,0,0,7
176,1772,6.43548,399,100,0,0,0,0,0,0,53,0,0,9
177,1472,6.52632,372,100,0,0,0,0,0,0,47,0,0,10
178,1704,6.54098,399,100,0,0,0,0,0,0,50,0,0,11
179,1728,6.48214,363,100,0,0,0,0,0,0,47,0,0,9
180,1236,6.26786,351,100,0,0,0,0,0,0,51,0,0,5
181,1320,6.36207,369,100,0,0,0,0,0,0,51,0,0,7
182,1704,6.56897,381,100,0,0,0,0,0,0,47,0,0,11
183,1628,6.50847,384,100,0,0,0,0,0,0,49,0,0,10
184,1312,6.38182,351,100,0,0,0,0,0,0,48,0,0,7
185,1128,6.36923,414,100,0,0,0,0,0,0,57,0,0,8
186,1288,6.53226,405,100,0,0,0,0,0,0,51,0,0,11
187,1544,6.48387,402,100,0,0,0,0,0,0,52,0,0,10
188,1356,6.45763,381,100,0,0,0,0,0,0,50,0,0,9
189,1300,6.39344,390,100,0,0,0,0,0,0,53,0,0,8
190,1180,6.26316,357,100,0,0,0,0,0,0,52,0,0,5
191,988,6.25862,363,100,0,0,0,0,0,0,53,0,0,5
192,1112,6.34426,387,100,0,0,0,0,0,0,54,0,0,7
193,1144,6.29508,384,100,0,0,0,0,0,0,55,0,0,6
194,1172,6.2381,393,100,0,0,0,0,0,0,58,0,0,5
195,1452,6.55932,387,100,0,0,0,0,0,0,48,0,0,11
196,1216,6.42105,366,100,0,0,0,0,0,0,49,0,0,8
197,1268,6.34426,387,100,0,0,0,0,0,0,54,0,0,7
198,1292,6.50847,384,100,0,0,0,0,0,0,49,0,0,10
199,1428,6.51724,378,100,0,0,0,0,0,0,48,0,0,10
200,1296,6.41379,372,100,0,0,0,0,0,0,50,0,0,8
201,1592,6.55932,387,100,0,0,0,0,0,0,48,0,0,11
202,1524,6.75,405,100,0,0,0,0,0,0,45,0,0,15
203,1456,6.83607,417,100,0,0,0,0,0,0,44,0,0,17
204,1416,6.87719,392,100,0,0,0,0,0,0,40,0,1,16
205,1524,6.81818,375,100,0,0,0,0,0,0,40,0,0,15
206,1652,6.80357,381,100,0,0,0,0,0,0,41,0,0,15
207,1664,6.82759,396,100,0,0,0,0,0,0,42,0,0,16
208,1536,6.88679,365,100,0,0,0,0,0,0,37,0,1,15
209,1872,6.94643,389,100,0,0,0,0,0,0,38,0,1,17
210,1768,7.05263,402,100,0,0,0,0,0,0,37,0,0,20
211,1748,6.89474,393,100,0,0,0,0,0,0,40,0,0,17
212,1628,6.81818,375,100,0,0,0,0,0,0,40,0,0,15
213,1648,7.17647,366,100,0,0,0,0,0,0,31,0,0,20
214,2064,7.34483,426,100,0,0,0,0,0,0,32,0,0,26
215,1852,7.15789,408,100,0,0,0,0,0,0,35,0,0,22
216,1748,7.27119,429,100,0,0,0,0,0,0,34,0,0,25
217,1824,7.13793,414,100,0,0,0,0,0,0,36,0,0,22
218,1572,7.07547,375,100,0,0,0,0,0,0,34,0,0,19
219,1828,7.22034,426,100,0,0,0,0,0,0,35,0,0,24
220,2168,7.06452,438,100,0,0,0,0,0,0,40,0,0,22
221,1996,6.9661,411,100,0,0,0,0,0,0,40,0,0,19
222,1692,6.76364,372,100,0,0,0,0,0,0,41,0,0,14
223,1644,6.82353,348,100,0,0,0,0,0,0,37,0,0,14
224,1752,6.82759,396,100,0,0,0,0,0,0,42,0,0,16
225,1696,6.76364,372,100,0,0,0,0,0,0,41,0,0,14
226,1796,6.77419,420,100,0,0,0,0,0,0,46,0,0,16
227,2048,6.75,378,100,0,0,0,0,0,0,42,0,0,14
228,2240,6.94737,396,100,0,0,0,0,0,0,39,0,0,18
229,1720,6.98182,384,100,0,0,0,0,0,0,37,0,0,18
230,1956,7.125,399,100,0,0,0,0,0,0,35,0,0,21
231,1836,6.96429,390,100,0,0,0,0,0,0,38,0,0,18
232,1804,6.80952,429,100,0,0,0,0,0,0,46,0,0,17
233,1908,6.56897,381,100,0,0,0,0,0,0,47,0,0,11
234,2200,6.6,396,100,0,0,0,0,0,0,48,0,0,12
235,2048,6.52381,411,100,0,0,0,0,0,0,52,0,0,11
236,1788,6.68421,381,100,0,0,0,0,0,0,44,0,0,13
237,1888,6.82258,423,100,0,0,0,0,0,0,45,0,0,17
238,1548,6.72414,390,100,0,0,0,0,0,0,44,0,0,14
239,1920,6.50769,423,100,0,0,0,0,0,0,54,0,0,11
240,1836,6.48387,402,100,0,0,0,0,0,0,52,0,0,10
241,1840,6.57377,401,100,0,0,0,0,0,0,49,0,1,11
242,1776,6.50847,384,100,0,0,0,0,0,0,49,0,0,10
243,1784,6.57895,375,100,0,0,0,0,0,0,46,0,0,11
244,1524,6.48214,363,100,0,0,0,0,0,0,47,0,0,9
245,1676,6.51724,378,100,0,0,0,0,0,0,48,0,0,10
246,1484,6.6,363,100,0,0,0,0,0,0,44,0,0,11
247,1608,6.70909,369,100,0,0,0,0,0,0,42,0,0,13
248,1400,6.50943,345,100,0,0,0,0,0,0,44,0,0,9
249,1740,6.5,390,100,0,0,0,0,0,0,50,0,0,10
250,1456,6.86538,357,100,0,0,0,0,0,0,37,0,0,15
251,1420,6.66102,393,100,0,0,0,0,0,0,46,0,0,13
252,1676,6.77419,420,100,0,0,0,0,0,0,46,0,0,16
253,1724,6.50847,384,100,0,0,0,0,0,0,49,0,0,10
254,1656,6.40678,378,100,0,0,0,0,0,0,51,0,0,8
255,1500,6.19672,378,100,0,0,0,0,0,0,57,0,0,4
256,1536,6.3871,396,100,0,0,0,0,0,0,54,0,0,8
257,1048,6.26316,357,100,0,0,0,0,0,0,52,0,0,5
258,1228,6.2459,381,100,0,0,0,0,0,0,56,0,0,5
259,1192,6.36207,369,100,0,0,0,0,0,0,51,0,0,7
260,1184,6.45763,381,100,0,0,0,0,0,0,50,0,0,9
261,1156,6.45,387,100,0,0,0,0,0,0,51,0,0,9
262,1036,6.3,378,100,0,0,0,0,0,0,54,0,0,6
263,1188,6.3871,396,100,0,0,0,0,0,0,54,0,0,8
264,1068,6.25862,363,100,0,0,0,0,0,0,53,0,0,5
265,1188,6.29032,390,100,0,0,0,0,0,0,56,0,0,6
266,968,6.19672,378,100,0,0,0,0,0,0,57,0,0,4
267,1220,6.28571,396,100,0,0,0,0,0,0,57,0,0,6
268,1168,6.3871,396,100,0,0,0,0,0,0,54,0,0,8
269,1212,6.3,378,100,0,0,0,0,0,0,54,0,0,6
270,1224,6.35,381,100,0,0,0,0,0,0,53,0,0,7
271,1616,6.42188,411,100,0,0,0,0,0,0,55,0,0,9
272,1300,6.40678,378,100,0,0,0,0,0,0,51,0,0,8
273,1200,6.15789,351,100,0,0,0,0,0,0,54,0,0,3
274,1264,6.19048,390,100,0,0,0,0,0,0,59,0,0,4
275,972,6.16667,333,100,0,0,0,0,0,0,51,0,0,3
276,924,6.10345,354,100,0,0,0,0,0,0,56,0,0,2
277,1000,6.15789,351,100,0,0,0,0,0,0,54,0,0,3
278,936,6.09524,384,100,0,0,0,0,0,0,61,0,0,2
279,1092,6.09677,378,100,0,0,0,0,0,0,60,0,0,2
