update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
1,32,6,12,10,0,0,0,0,0,0,2,0,0,0
2,44,6,18,11,0,0,0,0,0,0,3,0,0,0
3,88,6.75,27,12,0,0,0,0,0,0,3,0,0,1
4,140,6,42,15,0,0,0,0,0,0,7,0,0,0
5,116,6,42,17,0,0,0,0,0,0,7,0,0,0
6,136,6.33333,57,19,0,0,0,0,0,0,8,0,0,1
7,192,6.3,63,20,0,0,0,0,0,0,9,0,0,1
8,252,6.23077,81,24,0,0,0,0,0,0,12,0,0,1
9,240,6,84,26,0,0,0,0,0,0,14,0,0,0
10,216,6,90,31,0,0,0,0,0,0,15,0,0,0
11,296,6.5625,105,33,0,0,0,0,0,0,13,0,0,3
12,420,6.16667,111,34,0,0,0,0,0,0,17,0,0,1
13,412,6.28571,132,37,0,0,0,0,0,0,19,0,0,2
14,400,6.28571,132,38,0,0,0,0,0,0,19,0,0,2
15,440,6.27273,138,40,0,0,0,0,0,0,20,0,0,2
16,444,6.375,153,44,0,0,0,0,0,0,21,0,0,3
17,484,6.55556,177,49,0,0,0,0,0,0,22,0,0,5
18,688,6.52941,222,56,0,0,0,0,0,0,28,0,0,6
19,540,6.26471,213,60,0,0,0,0,0,0,31,0,0,3
20,624,6.6,231,61,0,0,0,0,0,0,28,0,0,7
21,428,6.44118,219,64,0,0,0,0,0,0,29,0,0,5
22,592,6.63158,252,65,0,0,0,0,0,0,30,0,0,8
23,780,6.5,273,69,0,0,0,0,0,0,35,0,0,7
24,580,6.6,231,71,0,0,0,0,0,0,28,0,0,7
25,776,6.54545,288,74,0,0,0,0,0,0,36,0,0,8
26,620,6.45652,297,78,0,0,0,0,0,0,39,0,0,7
27,796,6.625,318,84,0,0,0,0,0,0,38,0,0,10
28,856,6.6383,312,89,0,0,0,0,0,0,37,0,0,10
29,968,6.58696,303,92,0,0,0,0,0,0,37,0,0,9
30,1048,6.54545,360,96,0,0,0,0,0,0,45,0,0,10
31,828,6.33333,342,98,0,0,0,0,0,0,48,0,0,6
32,1000,6.29032,390,98,0,0,0,0,0,0,56,0,0,6
33,1028,6.35,381,99,0,0,0,0,0,0,53,0,0,7
34,964,6.33871,393,100,0,0,0,0,0,0,55,0,0,7
35,1136,6.32877,462,100,0,0,0,0,0,0,65,0,0,8
36,1020,6.36364,420,100,0,0,0,0,0,0,58,0,0,8
37,1232,6.50769,423,100,0,0,0,0,0,0,54,0,0,11
38,1400,6.47143,453,100,0,0,0,0,0,0,59,0,0,11
39,1172,6.43548,399,100,0,0,0,0,0,0,53,0,0,9
40,1116,6.3,378,100,0,0,0,0,0,0,54,0,0,6
