update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
1,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
2,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
3,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
4,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
5,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
6,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
7,44,9,9,10,0,0,0,0,0,0,0,0,0,1
8,24,9,18,11,0,0,0,0,0,0,0,0,0,2
9,4,9,18,12,0,0,0,0,0,0,0,0,0,2
10,4,9,18,12,0,0,0,0,0,0,0,0,0,2
11,4,9,18,12,0,0,0,0,0,0,0,0,0,2
12,4,9,18,12,0,0,0,0,0,0,0,0,0,2
13,48,9,18,12,0,0,0,0,0,0,0,0,0,2
14,28,9,18,13,0,0,0,0,0,0,0,0,0,2
15,8,9,18,13,0,0,0,0,0,0,0,0,0,2
16,8,9,18,13,0,0,0,0,0,0,0,0,0,2
17,8,9,18,13,0,0,0,0,0,0,0,0,0,2
18,8,9,18,13,0,0,0,0,0,0,0,0,0,2
19,52,9,18,13,0,0,0,0,0,0,0,0,0,2
20,32,9,18,13,0,0,0,0,0,0,0,0,0,2
21,56,9,27,14,0,0,0,0,0,0,0,0,0,3
22,36,9,27,14,0,0,0,0,0,0,0,0,0,3
23,4,9,18,14,0,0,0,0,0,0,0,0,0,2
24,4,9,18,14,0,0,0,0,0,0,0,0,0,2
25,4,9,18,14,0,0,0,0,0,0,0,0,0,2
26,92,9,27,15,0,0,0,0,0,0,0,0,0,3
27,52,9,27,16,0,0,0,0,0,0,0,0,0,3
28,56,9,36,18,0,0,0,0,0,0,0,0,0,4
29,36,9,36,19,0,0,0,0,0,0,0,0,0,4
30,16,9,36,19,0,0,0,0,0,0,0,0,0,4
31,60,9,36,19,0,0,0,0,0,0,0,0,0,4
32,84,9,36,19,0,0,0,0,0,0,0,0,0,4
33,60,9,36,19,0,0,0,0,0,0,0,0,0,4
34,40,9,36,19,0,0,0,0,0,0,0,0,0,4
35,108,9,45,20,0,0,0,0,0,0,0,0,0,5
36,68,9,45,21,0,0,0,0,0,0,0,0,0,5
37,28,9,45,22,0,0,0,0,0,0,0,0,0,5
38,28,9,45,22,0,0,0,0,0,0,0,0,0,5
39,72,9,54,22,0,0,0,0,0,0,0,0,0,6
40,96,9,54,22,0,0,0,0,0,0,0,0,0,6
41,56,9,54,23,0,0,0,0,0,0,0,0,0,6
42,80,9,63,24,0,0,0,0,0,0,0,0,0,7
43,100,9,63,25,0,0,0,0,0,0,0,0,0,7
44,148,9,81,27,0,0,0,0,0,0,0,0,0,9
45,104,9,63,28,0,0,0,0,0,0,0,0,0,7
46,64,9,63,29,0,0,0,0,0,0,0,0,0,7
47,88,9,72,29,0,0,0,0,0,0,0,0,0,8
48,136,9,90,32,0,0,0,0,0,0,0,0,0,10
49,72,9,81,33,0,0,0,0,0,0,0,0,0,9
50,52,9,81,33,0,0,0,0,0,0,0,0,0,9
51,72,9,81,33,0,0,0,0,0,0,0,0,0,9
52,96,9,90,33,0,0,0,0,0,0,0,0,0,10
53,32,9,90,33,0,0,0,0,0,0,0,0,0,10
54,120,9,99,33,0,0,0,0,0,0,0,0,0,11
55,140,9,108,35,0,0,0,0,0,0,0,0,0,12
56,120,9,108,37,0,0,0,0,0,0,0,0,0,12
57,60,9,108,37,0,0,0,0,0,0,0,0,0,12
58,40,9,108,38,0,0,0,0,0,0,0,0,0,12
59,84,9,108,38,0,0,0,0,0,0,0,0,0,12
60,104,9,108,38,0,0,0,0,0,0,0,0,0,12
61,108,9,117,39,0,0,0,0,0,0,0,0,0,13
62,176,9,144,39,0,0,0,0,0,0,0,0,0,16
63,156,9,144,41,0,0,0,0,0,0,0,0,0,16
64,204,9,135,42,0,0,0,0,0,0,0,0,0,15
65,96,9,135,43,0,0,0,0,0,0,0,0,0,15
66,52,9,126,44,0,0,0,0,0,0,0,0,0,14
67,136,9,135,44,0,0,0,0,0,0,0,0,0,15
